edition,edition_id,year,country,gold,silver,bronze,total,previous_medals,predicted_medals
1960 Summer Olympics,15,1960,Portugal,0,1,0,1,1.0,1.0
1960 Summer Olympics,15,1960,Singapore,0,1,0,1,0.0,1.0
1960 Summer Olympics,15,1960,Brazil,0,0,2,2,1.0,2.0
1960 Summer Olympics,15,1960,West Indies Federation,0,0,2,2,0.0,2.0
1960 Summer Olympics,15,1960,Iraq,0,0,1,1,0.0,1.0
1960 Summer Olympics,15,1960,Mexico,0,0,1,1,2.0,1.0
1960 Summer Olympics,15,1960,Spain,0,0,1,1,1.0,1.0
1960 Summer Olympics,15,1960,Venezuela,0,0,1,1,1.0,1.0
1964 Summer Olympics,16,1964,United States,36,26,28,90,71.0,91.14
1964 Summer Olympics,16,1964,Soviet Union,30,31,35,96,103.0,95.54
1964 Summer Olympics,16,1964,Japan,16,5,8,29,18.0,31.21
1964 Summer Olympics,16,1964,Germany,10,22,18,50,42.0,48.37
1964 Summer Olympics,16,1964,Italy,10,10,7,27,36.0,27.04
1964 Summer Olympics,16,1964,Hungary,10,7,5,22,21.0,22.38
1964 Summer Olympics,16,1964,Poland,7,6,10,23,21.0,22.77
1964 Summer Olympics,16,1964,Australia,6,2,10,18,22.0,18.81
1964 Summer Olympics,16,1964,Czechoslovakia,5,6,3,14,8.0,13.66
1964 Summer Olympics,16,1964,Great Britain,4,12,2,18,20.0,14.56
1964 Summer Olympics,16,1964,Bulgaria,3,5,2,10,7.0,9.76
1964 Summer Olympics,16,1964,Finland,3,0,2,5,5.0,5.11
1964 Summer Olympics,16,1964,New Zealand,3,0,2,5,3.0,5.02
1964 Summer Olympics,16,1964,Romania,2,4,6,12,10.0,11.64
1964 Summer Olympics,16,1964,Netherlands,2,4,4,10,3.0,9.81
1964 Summer Olympics,16,1964,Türkiye,2,3,1,6,9.0,6.04
1964 Summer Olympics,16,1964,Sweden,2,2,4,8,6.0,7.97
1964 Summer Olympics,16,1964,Denmark,2,1,3,6,6.0,6.0
1964 Summer Olympics,16,1964,Yugoslavia,2,1,2,5,2.0,5.0
1964 Summer Olympics,16,1964,Belgium,2,0,1,3,4.0,3.0
1964 Summer Olympics,16,1964,France,1,8,6,15,5.0,15.73
1964 Summer Olympics,16,1964,Canada,1,2,1,4,1.0,4.0
1964 Summer Olympics,16,1964,Switzerland,1,2,1,4,6.0,4.0
1964 Summer Olympics,16,1964,Ethiopia,1,0,0,1,1.0,1.0
1964 Summer Olympics,16,1964,India,1,0,0,1,1.0,1.0
1964 Summer Olympics,16,1964,The Bahamas,1,0,0,1,1.0,1.0
1964 Summer Olympics,16,1964,Republic of Korea,0,2,1,3,2.0,3.06
1964 Summer Olympics,16,1964,Trinidad and Tobago,0,1,2,3,2.0,3.0
1964 Summer Olympics,16,1964,Tunisia,0,1,1,2,0.0,2.0
1964 Summer Olympics,16,1964,Argentina,0,1,0,1,2.0,1.0
1964 Summer Olympics,16,1964,Cuba,0,1,0,1,1.0,1.0
1964 Summer Olympics,16,1964,Pakistan,0,1,0,1,2.0,1.0
1964 Summer Olympics,16,1964,Philippines,0,1,0,1,1.0,1.0
1964 Summer Olympics,16,1964,Islamic Republic of Iran,0,0,2,2,4.0,2.0
1964 Summer Olympics,16,1964,Brazil,0,0,1,1,2.0,1.0
1964 Summer Olympics,16,1964,Ghana,0,0,1,1,1.0,1.0
1964 Summer Olympics,16,1964,Ireland,0,0,1,1,5.0,1.0
1964 Summer Olympics,16,1964,Kenya,0,0,1,1,0.0,1.0
1964 Summer Olympics,16,1964,Mexico,0,0,1,1,1.0,1.0
1964 Summer Olympics,16,1964,Nigeria,0,0,1,1,0.0,1.0
1964 Summer Olympics,16,1964,Uruguay,0,0,1,1,1.0,1.0
1968 Summer Olympics,17,1968,United States,45,28,34,107,90.0,104.74
1968 Summer Olympics,17,1968,Soviet Union,29,32,30,91,96.0,87.83
1968 Summer Olympics,17,1968,Japan,11,7,7,25,29.0,24.62
1968 Summer Olympics,17,1968,Hungary,10,10,12,32,22.0,33.43
1968 Summer Olympics,17,1968,East Germany,9,9,7,25,0.0,25.1
1968 Summer Olympics,17,1968,France,7,3,5,15,15.0,15.21
1968 Summer Olympics,17,1968,Czechoslovakia,7,2,4,13,14.0,11.97
1968 Summer Olympics,17,1968,West Germany,5,11,10,26,0.0,23.91
1968 Summer Olympics,17,1968,Australia,5,7,5,17,18.0,17.01
1968 Summer Olympics,17,1968,Great Britain,5,5,3,13,18.0,13.18
1968 Summer Olympics,17,1968,Poland,5,2,11,18,23.0,19.12
1968 Summer Olympics,17,1968,Romania,4,6,5,15,12.0,15.09
1968 Summer Olympics,17,1968,Italy,3,4,9,16,27.0,15.52
1968 Summer Olympics,17,1968,Kenya,3,4,2,9,1.0,8.91
1968 Summer Olympics,17,1968,Mexico,3,3,3,9,1.0,8.98
1968 Summer Olympics,17,1968,Yugoslavia,3,3,2,8,5.0,7.83
1968 Summer Olympics,17,1968,Netherlands,3,3,1,7,10.0,6.98
1968 Summer Olympics,17,1968,Bulgaria,2,4,3,9,10.0,9.16
1968 Summer Olympics,17,1968,Islamic Republic of Iran,2,1,2,5,2.0,5.0
1968 Summer Olympics,17,1968,Sweden,2,1,1,4,8.0,4.01
1968 Summer Olympics,17,1968,Türkiye,2,0,0,2,6.0,2.0
1968 Summer Olympics,17,1968,Denmark,1,4,3,8,6.0,8.09
1968 Summer Olympics,17,1968,Canada,1,3,1,5,4.0,5.02
1968 Summer Olympics,17,1968,Finland,1,2,1,4,5.0,4.0
1968 Summer Olympics,17,1968,Ethiopia,1,1,0,2,1.0,2.0
1968 Summer Olympics,17,1968,Norway,1,1,0,2,1.0,2.0
1968 Summer Olympics,17,1968,New Zealand,1,0,2,3,5.0,3.0
1968 Summer Olympics,17,1968,Tunisia,1,0,1,2,2.0,2.0
1968 Summer Olympics,17,1968,Pakistan,1,0,0,1,1.0,1.0
1968 Summer Olympics,17,1968,Venezuela,1,0,0,1,1.0,1.0
1968 Summer Olympics,17,1968,Cuba,0,4,0,4,1.0,3.83
1968 Summer Olympics,17,1968,Austria,0,2,2,4,2.0,4.06
1968 Summer Olympics,17,1968,Switzerland,0,1,4,5,4.0,5.04
1968 Summer Olympics,17,1968,Mongolia,0,1,3,4,0.0,4.03
1968 Summer Olympics,17,1968,Brazil,0,1,2,3,1.0,3.0
1968 Summer Olympics,17,1968,Belgium,0,1,1,2,3.0,2.0
1968 Summer Olympics,17,1968,Republic of Korea,0,1,1,2,3.0,2.0
1968 Summer Olympics,17,1968,Uganda,0,1,1,2,0.0,2.0
1968 Summer Olympics,17,1968,Cameroon,0,1,0,1,0.0,1.0
1968 Summer Olympics,17,1968,Jamaica,0,1,0,1,5.0,1.0
1968 Summer Olympics,17,1968,Argentina,0,0,2,2,1.0,2.0
1968 Summer Olympics,17,1968,Chinese Taipei,0,0,1,1,1.0,1.0
1968 Summer Olympics,17,1968,Greece,0,0,1,1,1.0,1.0
1968 Summer Olympics,17,1968,India,0,0,1,1,1.0,1.0
1972 Summer Olympics,18,1972,Soviet Union,50,27,22,99,91.0,97.48
1972 Summer Olympics,18,1972,United States,33,31,30,94,107.0,94.12
1972 Summer Olympics,18,1972,East Germany,20,23,23,66,25.0,65.72
1972 Summer Olympics,18,1972,West Germany,13,11,16,40,26.0,39.35
1972 Summer Olympics,18,1972,Japan,13,8,8,29,25.0,28.64
1972 Summer Olympics,18,1972,Australia,8,7,2,17,17.0,17.15
1972 Summer Olympics,18,1972,Poland,7,5,9,21,18.0,21.1
1972 Summer Olympics,18,1972,Hungary,6,13,16,35,32.0,35.55
1972 Summer Olympics,18,1972,Bulgaria,6,10,5,21,9.0,21.34
1972 Summer Olympics,18,1972,Italy,5,3,10,18,16.0,18.55
1972 Summer Olympics,18,1972,Sweden,4,6,6,16,4.0,15.69
1972 Summer Olympics,18,1972,Great Britain,4,5,9,18,13.0,18.41
1972 Summer Olympics,18,1972,Romania,3,6,7,16,15.0,15.78
1972 Summer Olympics,18,1972,Cuba,3,1,4,8,4.0,8.02
1972 Summer Olympics,18,1972,Finland,3,1,4,8,4.0,8.02
1972 Summer Olympics,18,1972,Netherlands,3,1,1,5,7.0,5.04
1972 Summer Olympics,18,1972,France,2,4,7,13,15.0,12.34
1972 Summer Olympics,18,1972,Czechoslovakia,2,4,2,8,13.0,8.09
1972 Summer Olympics,18,1972,Kenya,2,3,4,9,9.0,8.94
1972 Summer Olympics,18,1972,Yugoslavia,2,1,2,5,8.0,5.02
1972 Summer Olympics,18,1972,Norway,2,1,1,4,2.0,4.01
1972 Summer Olympics,18,1972,Democratic People's Republic of Korea,1,1,3,5,0.0,5.0
1972 Summer Olympics,18,1972,New Zealand,1,1,1,3,3.0,3.0
1972 Summer Olympics,18,1972,Uganda,1,1,0,2,2.0,2.0
1972 Summer Olympics,18,1972,Denmark,1,0,0,1,8.0,1.0
1972 Summer Olympics,18,1972,Switzerland,0,3,0,3,5.0,3.45
1972 Summer Olympics,18,1972,Canada,0,2,3,5,5.0,5.01
1972 Summer Olympics,18,1972,Islamic Republic of Iran,0,2,1,3,5.0,3.06
1972 Summer Olympics,18,1972,Belgium,0,2,0,2,2.0,2.0
1972 Summer Olympics,18,1972,Greece,0,2,0,2,1.0,2.0
1972 Summer Olympics,18,1972,Austria,0,1,2,3,4.0,3.0
1972 Summer Olympics,18,1972,Colombia,0,1,2,3,0.0,3.0
1972 Summer Olympics,18,1972,Argentina,0,1,0,1,2.0,1.0
1972 Summer Olympics,18,1972,Lebanon,0,1,0,1,2.0,1.0
1972 Summer Olympics,18,1972,Mexico,0,1,0,1,9.0,1.0
1972 Summer Olympics,18,1972,Mongolia,0,1,0,1,4.0,1.0
1972 Summer Olympics,18,1972,Pakistan,0,1,0,1,1.0,1.0
1972 Summer Olympics,18,1972,Republic of Korea,0,1,0,1,2.0,1.0
1972 Summer Olympics,18,1972,Tunisia,0,1,0,1,2.0,1.0
1972 Summer Olympics,18,1972,Türkiye,0,1,0,1,2.0,1.0
1972 Summer Olympics,18,1972,Brazil,0,0,2,2,3.0,2.0
1972 Summer Olympics,18,1972,Ethiopia,0,0,2,2,2.0,2.0
1972 Summer Olympics,18,1972,Ghana,0,0,1,1,1.0,1.0
1972 Summer Olympics,18,1972,India,0,0,1,1,1.0,1.0
1972 Summer Olympics,18,1972,Jamaica,0,0,1,1,1.0,1.0
1972 Summer Olympics,18,1972,Niger,0,0,1,1,0.0,1.0
1972 Summer Olympics,18,1972,Nigeria,0,0,1,1,1.0,1.0
1972 Summer Olympics,18,1972,Spain,0,0,1,1,1.0,1.0
1976 Summer Olympics,19,1976,Soviet Union,49,41,35,125,99.0,111.9
1976 Summer Olympics,19,1976,East Germany,40,25,25,90,66.0,91.66
1976 Summer Olympics,19,1976,United States,34,35,25,94,94.0,92.61
1976 Summer Olympics,19,1976,West Germany,10,12,17,39,40.0,38.85
1976 Summer Olympics,19,1976,Japan,9,6,10,25,29.0,24.74
1976 Summer Olympics,19,1976,Poland,7,6,13,26,21.0,25.97
1976 Summer Olympics,19,1976,Bulgaria,6,9,7,22,21.0,22.55
1976 Summer Olympics,19,1976,Cuba,6,4,3,13,8.0,12.63
1976 Summer Olympics,19,1976,Romania,4,9,14,27,16.0,30.3
1976 Summer Olympics,19,1976,Hungary,4,5,13,22,35.0,22.9
1976 Summer Olympics,19,1976,Finland,4,2,0,6,8.0,6.11
1976 Summer Olympics,19,1976,Sweden,4,1,0,5,16.0,5.04
1976 Summer Olympics,19,1976,Great Britain,3,5,5,13,18.0,13.09
1976 Summer Olympics,19,1976,Italy,2,7,4,13,18.0,12.8
1976 Summer Olympics,19,1976,France,2,3,4,9,13.0,8.91
1976 Summer Olympics,19,1976,Yugoslavia,2,3,3,8,5.0,8.03
1976 Summer Olympics,19,1976,Czechoslovakia,2,2,4,8,8.0,8.08
1976 Summer Olympics,19,1976,New Zealand,2,1,1,4,3.0,4.01
1976 Summer Olympics,19,1976,Republic of Korea,1,1,4,6,1.0,5.98
1976 Summer Olympics,19,1976,Switzerland,1,1,2,4,3.0,4.0
1976 Summer Olympics,19,1976,Democratic People's Republic of Korea,1,1,0,2,5.0,2.0
1976 Summer Olympics,19,1976,Jamaica,1,1,0,2,1.0,2.0
1976 Summer Olympics,19,1976,Norway,1,1,0,2,4.0,2.0
1976 Summer Olympics,19,1976,Denmark,1,0,2,3,1.0,3.0
1976 Summer Olympics,19,1976,Mexico,1,0,1,2,1.0,2.0
1976 Summer Olympics,19,1976,Trinidad and Tobago,1,0,0,1,3.0,1.0
1976 Summer Olympics,19,1976,Canada,0,5,6,11,5.0,13.15
1976 Summer Olympics,19,1976,Belgium,0,3,3,6,2.0,6.06
1976 Summer Olympics,19,1976,Netherlands,0,2,3,5,5.0,5.01
1976 Summer Olympics,19,1976,Portugal,0,2,0,2,1.0,2.0
1976 Summer Olympics,19,1976,Spain,0,2,0,2,1.0,2.0
1976 Summer Olympics,19,1976,Australia,0,1,4,5,17.0,4.98
1976 Summer Olympics,19,1976,Islamic Republic of Iran,0,1,1,2,3.0,2.0
1976 Summer Olympics,19,1976,Mongolia,0,1,0,1,1.0,1.0
1976 Summer Olympics,19,1976,Venezuela,0,1,0,1,1.0,1.0
1976 Summer Olympics,19,1976,Brazil,0,0,2,2,2.0,2.0
1976 Summer Olympics,19,1976,Austria,0,0,1,1,3.0,1.0
1976 Summer Olympics,19,1976,Bermuda,0,0,1,1,0.0,1.0
1976 Summer Olympics,19,1976,Pakistan,0,0,1,1,1.0,1.0
1976 Summer Olympics,19,1976,Puerto Rico,0,0,1,1,1.0,1.0
1976 Summer Olympics,19,1976,Thailand,0,0,1,1,0.0,1.0
1980 Summer Olympics,20,1980,Soviet Union,80,69,46,195,125.0,180.34
1980 Summer Olympics,20,1980,East Germany,47,37,42,126,90.0,121.83
1980 Summer Olympics,20,1980,Bulgaria,8,16,17,41,22.0,42.46
1980 Summer Olympics,20,1980,Cuba,8,7,5,20,13.0,19.81
1980 Summer Olympics,20,1980,Italy,8,3,4,15,13.0,14.94
1980 Summer Olympics,20,1980,Hungary,7,10,15,32,22.0,32.5
1980 Summer Olympics,20,1980,Romania,6,6,13,25,27.0,25.3
1980 Summer Olympics,20,1980,France,6,5,3,14,9.0,13.65
1980 Summer Olympics,20,1980,Great Britain,5,7,9,21,13.0,19.79
1980 Summer Olympics,20,1980,Poland,3,14,15,32,26.0,32.92
1980 Summer Olympics,20,1980,Sweden,3,3,6,12,5.0,12.01
1980 Summer Olympics,20,1980,Finland,3,1,4,8,6.0,8.28
1980 Summer Olympics,20,1980,Czechoslovakia,2,3,9,14,8.0,13.83
1980 Summer Olympics,20,1980,Yugoslavia,2,3,4,9,8.0,8.95
1980 Summer Olympics,20,1980,Australia,2,2,5,9,5.0,8.98
1980 Summer Olympics,20,1980,Denmark,2,1,2,5,3.0,5.03
1980 Summer Olympics,20,1980,Brazil,2,0,2,4,2.0,4.37
1980 Summer Olympics,20,1980,Ethiopia,2,0,2,4,2.0,4.37
1980 Summer Olympics,20,1980,Switzerland,2,0,0,2,4.0,2.0
1980 Summer Olympics,20,1980,Spain,1,3,2,6,2.0,5.99
1980 Summer Olympics,20,1980,Austria,1,2,1,4,1.0,4.0
1980 Summer Olympics,20,1980,Greece,1,0,2,3,2.0,3.0
1980 Summer Olympics,20,1980,Belgium,1,0,0,1,6.0,1.0
1980 Summer Olympics,20,1980,India,1,0,0,1,1.0,1.0
1980 Summer Olympics,20,1980,Zimbabwe,1,0,0,1,0.0,1.0
1980 Summer Olympics,20,1980,Democratic People's Republic of Korea,0,3,2,5,2.0,5.03
1980 Summer Olympics,20,1980,Mongolia,0,2,2,4,1.0,4.05
1980 Summer Olympics,20,1980,United Republic of Tanzania,0,2,0,2,0.0,2.0
1980 Summer Olympics,20,1980,Mexico,0,1,3,4,2.0,4.06
1980 Summer Olympics,20,1980,Netherlands,0,1,2,3,5.0,3.0
1980 Summer Olympics,20,1980,Ireland,0,1,1,2,1.0,2.0
1980 Summer Olympics,20,1980,Uganda,0,1,0,1,2.0,1.0
1980 Summer Olympics,20,1980,Venezuela,0,1,0,1,1.0,1.0
1980 Summer Olympics,20,1980,Jamaica,0,0,3,3,2.0,3.0
1980 Summer Olympics,20,1980,Guyana,0,0,1,1,0.0,1.0
1980 Summer Olympics,20,1980,Lebanon,0,0,1,1,1.0,1.0
1984 Summer Olympics,21,1984,United States,83,61,30,174,94.0,167.77
1984 Summer Olympics,21,1984,Romania,20,16,17,53,25.0,55.0
1984 Summer Olympics,21,1984,West Germany,17,19,23,59,39.0,59.27
1984 Summer Olympics,21,1984,People's Republic of China,15,8,9,32,0.0,30.08
1984 Summer Olympics,21,1984,Italy,14,6,12,32,15.0,30.99
1984 Summer Olympics,21,1984,Canada,10,18,16,44,11.0,44.35
1984 Summer Olympics,21,1984,Japan,10,8,14,32,25.0,31.37
1984 Summer Olympics,21,1984,New Zealand,8,1,2,11,4.0,10.14
1984 Summer Olympics,21,1984,Yugoslavia,7,4,7,18,9.0,17.4
1984 Summer Olympics,21,1984,Republic of Korea,6,6,7,19,6.0,19.11
1984 Summer Olympics,21,1984,Great Britain,5,11,21,37,21.0,36.06
1984 Summer Olympics,21,1984,France,5,7,16,28,14.0,27.16
1984 Summer Olympics,21,1984,Netherlands,5,2,6,13,3.0,12.15
1984 Summer Olympics,21,1984,Australia,4,8,12,24,9.0,24.45
1984 Summer Olympics,21,1984,Finland,4,2,6,12,8.0,11.58
1984 Summer Olympics,21,1984,Sweden,2,11,6,19,12.0,20.12
1984 Summer Olympics,21,1984,Mexico,2,3,1,6,4.0,5.98
1984 Summer Olympics,21,1984,Morocco,2,0,0,2,1.0,2.0
1984 Summer Olympics,21,1984,Brazil,1,5,2,8,4.0,8.25
1984 Summer Olympics,21,1984,Spain,1,2,2,5,6.0,5.01
1984 Summer Olympics,21,1984,Belgium,1,1,2,4,1.0,4.0
1984 Summer Olympics,21,1984,Austria,1,1,1,3,4.0,3.0
1984 Summer Olympics,21,1984,Kenya,1,0,2,3,9.0,3.04
1984 Summer Olympics,21,1984,Portugal,1,0,2,3,2.0,3.0
1984 Summer Olympics,21,1984,Pakistan,1,0,0,1,1.0,1.0
1984 Summer Olympics,21,1984,Switzerland,0,4,4,8,2.0,8.1
1984 Summer Olympics,21,1984,Denmark,0,3,3,6,5.0,5.94
1984 Summer Olympics,21,1984,Jamaica,0,1,2,3,3.0,3.0
1984 Summer Olympics,21,1984,Norway,0,1,2,3,2.0,3.0
1984 Summer Olympics,21,1984,Greece,0,1,1,2,3.0,2.0
1984 Summer Olympics,21,1984,Nigeria,0,1,1,2,1.0,2.0
1984 Summer Olympics,21,1984,Puerto Rico,0,1,1,2,1.0,2.0
1984 Summer Olympics,21,1984,Colombia,0,1,0,1,3.0,1.0
1984 Summer Olympics,21,1984,Côte d'Ivoire,0,1,0,1,0.0,1.0
1984 Summer Olympics,21,1984,Egypt,0,1,0,1,1.0,1.0
1984 Summer Olympics,21,1984,Ireland,0,1,0,1,2.0,1.0
1984 Summer Olympics,21,1984,Peru,0,1,0,1,1.0,1.0
1984 Summer Olympics,21,1984,Syrian Arab Republic,0,1,0,1,0.0,1.0
1984 Summer Olympics,21,1984,Thailand,0,1,0,1,1.0,1.0
1984 Summer Olympics,21,1984,Türkiye,0,0,3,3,1.0,3.0
1984 Summer Olympics,21,1984,Venezuela,0,0,3,3,1.0,3.0
1984 Summer Olympics,21,1984,Algeria,0,0,2,2,0.0,2.0
1984 Summer Olympics,21,1984,Cameroon,0,0,1,1,1.0,1.0
1984 Summer Olympics,21,1984,Chinese Taipei,0,0,1,1,1.0,1.0
1984 Summer Olympics,21,1984,Dominican Republic,0,0,1,1,0.0,1.0
1984 Summer Olympics,21,1984,Iceland,0,0,1,1,1.0,1.0
1984 Summer Olympics,21,1984,Zambia,0,0,1,1,0.0,1.0
1988 Summer Olympics,22,1988,Soviet Union,55,31,46,132,195.0,133.0
1988 Summer Olympics,22,1988,East Germany,37,35,30,102,126.0,101.38
1988 Summer Olympics,22,1988,United States,36,31,27,94,174.0,97.08
1988 Summer Olympics,22,1988,Republic of Korea,12,10,11,33,19.0,33.25
1988 Summer Olympics,22,1988,West Germany,11,14,15,40,59.0,39.24
1988 Summer Olympics,22,1988,Hungary,11,6,6,23,32.0,23.51
1988 Summer Olympics,22,1988,Bulgaria,10,12,13,35,41.0,34.86
1988 Summer Olympics,22,1988,Romania,7,11,6,24,53.0,24.18
1988 Summer Olympics,22,1988,France,6,4,6,16,28.0,15.5
1988 Summer Olympics,22,1988,Italy,6,4,4,14,32.0,13.49
1988 Summer Olympics,22,1988,People's Republic of China,5,11,12,28,32.0,29.36
1988 Summer Olympics,22,1988,Great Britain,5,10,9,24,37.0,23.69
1988 Summer Olympics,22,1988,Kenya,5,2,2,9,3.0,9.63
1988 Summer Olympics,22,1988,Japan,4,3,7,14,32.0,14.02
1988 Summer Olympics,22,1988,Australia,3,6,5,14,24.0,14.29
1988 Summer Olympics,22,1988,Yugoslavia,3,4,5,12,18.0,12.06
1988 Summer Olympics,22,1988,Czechoslovakia,3,3,2,8,14.0,7.98
1988 Summer Olympics,22,1988,New Zealand,3,2,8,13,11.0,12.81
1988 Summer Olympics,22,1988,Canada,3,2,5,10,44.0,10.22
1988 Summer Olympics,22,1988,Poland,2,5,9,16,32.0,16.85
1988 Summer Olympics,22,1988,Norway,2,3,0,5,3.0,5.13
1988 Summer Olympics,22,1988,Netherlands,2,2,5,9,13.0,9.04
1988 Summer Olympics,22,1988,Denmark,2,1,1,4,6.0,4.0
1988 Summer Olympics,22,1988,Brazil,1,2,3,6,8.0,6.03
1988 Summer Olympics,22,1988,Finland,1,1,2,4,12.0,4.0
1988 Summer Olympics,22,1988,Spain,1,1,2,4,5.0,4.0
1988 Summer Olympics,22,1988,Türkiye,1,1,0,2,3.0,2.0
1988 Summer Olympics,22,1988,Morocco,1,0,2,3,2.0,3.0
1988 Summer Olympics,22,1988,Austria,1,0,0,1,3.0,1.0
1988 Summer Olympics,22,1988,Portugal,1,0,0,1,3.0,1.0
1988 Summer Olympics,22,1988,Suriname,1,0,0,1,0.0,1.0
1988 Summer Olympics,22,1988,Sweden,0,4,7,11,19.0,11.03
1988 Summer Olympics,22,1988,Switzerland,0,2,2,4,8.0,4.07
1988 Summer Olympics,22,1988,Jamaica,0,2,0,2,3.0,2.0
1988 Summer Olympics,22,1988,Argentina,0,1,1,2,1.0,2.0
1988 Summer Olympics,22,1988,Chile,0,1,0,1,4.0,1.0
1988 Summer Olympics,22,1988,Costa Rica,0,1,0,1,0.0,1.0
1988 Summer Olympics,22,1988,Indonesia,0,1,0,1,0.0,1.0
1988 Summer Olympics,22,1988,Islamic Republic of Iran,0,1,0,1,2.0,1.0
1988 Summer Olympics,22,1988,Netherlands Antilles,0,1,0,1,0.0,1.0
1988 Summer Olympics,22,1988,Peru,0,1,0,1,1.0,1.0
1988 Summer Olympics,22,1988,Senegal,0,1,0,1,0.0,1.0
1988 Summer Olympics,22,1988,United States Virgin Islands,0,1,0,1,0.0,1.0
1988 Summer Olympics,22,1988,Belgium,0,0,2,2,4.0,2.0
1988 Summer Olympics,22,1988,Mexico,0,0,2,2,6.0,2.0
1988 Summer Olympics,22,1988,Colombia,0,0,1,1,1.0,1.0
1988 Summer Olympics,22,1988,Djibouti,0,0,1,1,0.0,1.0
1988 Summer Olympics,22,1988,Greece,0,0,1,1,2.0,1.0
1988 Summer Olympics,22,1988,Mongolia,0,0,1,1,4.0,1.0
1988 Summer Olympics,22,1988,Pakistan,0,0,1,1,1.0,1.0
1988 Summer Olympics,22,1988,Philippines,0,0,1,1,1.0,1.0
1988 Summer Olympics,22,1988,Thailand,0,0,1,1,1.0,1.0
1992 Summer Olympics,23,1992,Unified Team,45,38,29,112,0.0,101.54
1992 Summer Olympics,23,1992,United States,37,34,37,108,94.0,108.83
1992 Summer Olympics,23,1992,Germany,33,21,28,82,50.0,82.11
1992 Summer Olympics,23,1992,People's Republic of China,16,22,16,54,28.0,53.57
1992 Summer Olympics,23,1992,Cuba,14,6,11,31,20.0,30.78
1992 Summer Olympics,23,1992,Spain,13,7,2,22,4.0,21.36
1992 Summer Olympics,23,1992,Republic of Korea,12,5,12,29,33.0,28.15
1992 Summer Olympics,23,1992,Hungary,11,12,7,30,23.0,28.04
1992 Summer Olympics,23,1992,France,8,5,16,29,16.0,27.69
1992 Summer Olympics,23,1992,Australia,7,9,11,27,14.0,27.42
1992 Summer Olympics,23,1992,Canada,7,4,7,18,10.0,17.45
1992 Summer Olympics,23,1992,Italy,6,5,8,19,14.0,19.25
